actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
8.2%,USD,2012-06-01 08:30:00,8.1%,worse,High,Unemployment Rate,8.1%,accurate,22,2012-06-01 12:30:00+00:00,1.23,2012,2,6,Friday
0.1%,USD,2012-06-01 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.1%,better,22,2012-06-01 12:30:00+00:00,-50.0,2012,2,6,Friday
0.1%,USD,2012-06-01 08:30:00,0.2%,worse,Medium,Core PCE Price Index m/m,0.2%,accurate,22,2012-06-01 12:30:00+00:00,-50.0,2012,2,6,Friday
0.3%,USD,2012-06-01 08:30:00,0.3%,accurate,Medium,Personal Spending m/m,0.2%,worse,22,2012-06-01 12:30:00+00:00,0.0,2012,2,6,Friday
0.2%,USD,2012-06-01 08:30:00,0.4%,worse,Low,Personal Income m/m,0.4%,accurate,22,2012-06-01 12:30:00+00:00,-50.0,2012,2,6,Friday
53.5,USD,2012-06-01 10:00:00,54.0,worse,High,ISM Manufacturing PMI,54.8,accurate,22,2012-06-01 14:00:00+00:00,-0.93,2012,2,6,Friday
0.3%,USD,2012-06-01 10:00:00,0.4%,accurate,Low,Construction Spending m/m,0.3%,accurate,22,2012-06-01 14:00:00+00:00,-25.0,2012,2,6,Friday
47.5,USD,2012-06-01 10:00:00,57.1,worse,Low,ISM Manufacturing Prices,61.0,accurate,22,2012-06-01 14:00:00+00:00,-16.81,2012,2,6,Friday
13.8M,USD,2012-06-01 01:00:00,14.4M,worse,Low,Total Vehicle Sales,14.4M,accurate,22,2012-06-01 05:00:00+00:00,-4.17,2012,2,6,Friday
4.62M,USD,2012-05-22 10:00:00,4.62M,accurate,High,Existing Home Sales,4.47M,accurate,21,2012-05-22 14:00:00+00:00,0.0,2012,2,5,Tuesday
4,USD,2012-05-22 10:00:00,12,worse,Low,Richmond Manufacturing Index,14,accurate,21,2012-05-22 14:00:00+00:00,-66.67,2012,2,5,Tuesday
343K,USD,2012-05-23 10:00:00,335K,better,High,New Home Sales,332K,better,21,2012-05-23 14:00:00+00:00,2.39,2012,2,5,Wednesday
1.8%,USD,2012-05-23 10:00:00,0.4%,better,Low,HPI m/m,0.3%,accurate,21,2012-05-23 14:00:00+00:00,350.0,2012,2,5,Wednesday
0.9M,USD,2012-05-23 10:30:00,0.8M,accurate,Medium,Crude Oil Inventories,2.1M,accurate,21,2012-05-23 14:30:00+00:00,12.5,2012,2,5,Wednesday
-0.6%,USD,2012-05-24 08:30:00,1.1%,worse,High,Core Durable Goods Orders m/m,-0.8%,better,21,2012-05-24 12:30:00+00:00,-154.55,2012,2,5,Thursday
370K,USD,2012-05-24 08:30:00,372K,accurate,High,Unemployment Claims,372K,accurate,21,2012-05-24 12:30:00+00:00,-0.54,2012,2,5,Thursday
0.2%,USD,2012-05-24 08:30:00,0.5%,worse,Medium,Durable Goods Orders m/m,-3.7%,better,21,2012-05-24 12:30:00+00:00,-60.0,2012,2,5,Thursday
77B,USD,2012-05-24 10:30:00,77B,accurate,Low,Natural Gas Storage,61B,accurate,21,2012-05-24 14:30:00+00:00,0.0,2012,2,5,Thursday
79.3,USD,2012-05-25 09:55:00,77.7,better,Medium,Revised UoM Consumer Sentiment,77.8,accurate,21,2012-05-25 13:55:00+00:00,2.06,2012,2,5,Friday
0.2%,USD,2012-05-15 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,20,2012-05-15 12:30:00+00:00,0.0,2012,2,5,Tuesday
0.1%,USD,2012-05-15 08:30:00,0.3%,worse,High,Core Retail Sales m/m,0.8%,accurate,20,2012-05-15 12:30:00+00:00,-66.67,2012,2,5,Tuesday
0.1%,USD,2012-05-15 08:30:00,0.2%,worse,High,Retail Sales m/m,0.7%,worse,20,2012-05-15 12:30:00+00:00,-50.0,2012,2,5,Tuesday
0.0%,USD,2012-05-15 08:30:00,0.1%,worse,Medium,CPI m/m,0.3%,accurate,20,2012-05-15 12:30:00+00:00,-100.0,2012,2,5,Tuesday
17.1,USD,2012-05-15 08:30:00,9.3,better,Medium,Empire State Manufacturing Index,6.6,accurate,20,2012-05-15 12:30:00+00:00,83.87,2012,2,5,Tuesday
36.2B,USD,2012-05-15 09:00:00,19.4B,better,Medium,TIC Long-Term Purchases,10.1B,accurate,20,2012-05-15 13:00:00+00:00,86.6,2012,2,5,Tuesday
0.3%,USD,2012-05-15 10:00:00,0.5%,better,Medium,Business Inventories m/m,0.6%,accurate,20,2012-05-15 14:00:00+00:00,-40.0,2012,2,5,Tuesday
29,USD,2012-05-15 10:00:00,26,better,Low,NAHB Housing Market Index,24,worse,20,2012-05-15 14:00:00+00:00,11.54,2012,2,5,Tuesday
0.72M,USD,2012-05-16 08:30:00,0.73M,accurate,High,Building Permits,0.77M,accurate,20,2012-05-16 12:30:00+00:00,-1.37,2012,2,5,Wednesday
0.72M,USD,2012-05-16 08:30:00,0.69M,better,Medium,Housing Starts,0.70M,better,20,2012-05-16 12:30:00+00:00,4.35,2012,2,5,Wednesday
79.2%,USD,2012-05-16 09:15:00,78.9%,better,Medium,Capacity Utilization Rate,78.4%,worse,20,2012-05-16 13:15:00+00:00,0.38,2012,2,5,Wednesday
1.1%,USD,2012-05-16 09:15:00,0.6%,better,Medium,Industrial Production m/m,-0.6%,worse,20,2012-05-16 13:15:00+00:00,83.33,2012,2,5,Wednesday
2.1M,USD,2012-05-16 10:30:00,1.5M,accurate,Medium,Crude Oil Inventories,3.7M,accurate,20,2012-05-16 14:30:00+00:00,40.0,2012,2,5,Wednesday
370K,USD,2012-05-17 08:30:00,368K,accurate,High,Unemployment Claims,370K,accurate,20,2012-05-17 12:30:00+00:00,0.54,2012,2,5,Thursday
-5.8,USD,2012-05-17 10:00:00,10.3,worse,High,Philly Fed Manufacturing Index,8.5,accurate,20,2012-05-17 14:00:00+00:00,-156.31,2012,2,5,Thursday
-0.1%,USD,2012-05-17 10:00:00,0.1%,worse,Low,CB Leading Index m/m,0.3%,accurate,20,2012-05-17 14:00:00+00:00,-200.0,2012,2,5,Thursday
61B,USD,2012-05-17 10:30:00,25B,accurate,Low,Natural Gas Storage,30B,accurate,20,2012-05-17 14:30:00+00:00,144.0,2012,2,5,Thursday
21.4B,USD,2012-05-07 15:00:00,9.6B,better,Low,Consumer Credit m/m,9.3B,better,19,2012-05-07 19:00:00+00:00,122.92,2012,2,5,Monday
94.5,USD,2012-05-08 07:30:00,93.1,better,Low,NFIB Small Business Index,92.5,accurate,19,2012-05-08 11:30:00+00:00,1.5,2012,2,5,Tuesday
48.5,USD,2012-05-08 10:00:00,50.3,worse,Low,IBD/TIPP Economic Optimism,49.3,accurate,19,2012-05-08 14:00:00+00:00,-3.58,2012,2,5,Tuesday
0.3%,USD,2012-05-09 10:00:00,0.6%,better,Low,Final Wholesale Inventories m/m,0.9%,accurate,19,2012-05-09 14:00:00+00:00,-50.0,2012,2,5,Wednesday
3.7M,USD,2012-05-09 10:30:00,2.0M,accurate,Medium,Crude Oil Inventories,2.8M,accurate,19,2012-05-09 14:30:00+00:00,85.0,2012,2,5,Wednesday
-51.8B,USD,2012-05-10 08:30:00,-49.8B,worse,High,Trade Balance,-45.4B,accurate,19,2012-05-10 12:30:00+00:00,-4.02,2012,2,5,Thursday
367K,USD,2012-05-10 08:30:00,371K,accurate,High,Unemployment Claims,368K,accurate,19,2012-05-10 12:30:00+00:00,-1.08,2012,2,5,Thursday
-0.5%,USD,2012-05-10 08:30:00,-0.1%,worse,Medium,Import Prices m/m,1.5%,better,19,2012-05-10 12:30:00+00:00,-400.0,2012,2,5,Thursday
30B,USD,2012-05-10 10:30:00,33B,accurate,Low,Natural Gas Storage,28B,accurate,19,2012-05-10 14:30:00+00:00,-9.09,2012,2,5,Thursday
59.1B,USD,2012-05-10 13:59:00,30.5B,better,Medium,Federal Budget Balance,-198.2B,accurate,19,2012-05-10 17:59:00+00:00,93.77,2012,2,5,Thursday
-0.2%,USD,2012-05-11 08:30:00,0.0%,worse,High,PPI m/m,0.0%,accurate,19,2012-05-11 12:30:00+00:00,-200.0,2012,2,5,Friday
0.2%,USD,2012-05-11 08:30:00,0.2%,accurate,Medium,Core PPI m/m,0.3%,accurate,19,2012-05-11 12:30:00+00:00,0.0,2012,2,5,Friday
77.8,USD,2012-05-11 09:55:00,76.4,better,High,Prelim UoM Consumer Sentiment,76.4,better,19,2012-05-11 13:55:00+00:00,1.83,2012,2,5,Friday
0.2%,USD,2012-04-30 08:30:00,0.2%,accurate,Medium,Core PCE Price Index m/m,0.1%,accurate,18,2012-04-30 12:30:00+00:00,0.0,2012,2,4,Monday
0.3%,USD,2012-04-30 08:30:00,0.4%,worse,Medium,Personal Spending m/m,0.9%,better,18,2012-04-30 12:30:00+00:00,-25.0,2012,2,4,Monday
0.4%,USD,2012-04-30 08:30:00,0.3%,better,Low,Personal Income m/m,0.3%,better,18,2012-04-30 12:30:00+00:00,33.33,2012,2,4,Monday
56.2,USD,2012-04-30 09:45:00,60.9,worse,Medium,Chicago PMI,62.2,accurate,18,2012-04-30 13:45:00+00:00,-7.72,2012,2,4,Monday
54.8,USD,2012-05-01 10:00:00,53.0,better,High,ISM Manufacturing PMI,53.4,accurate,18,2012-05-01 14:00:00+00:00,3.4,2012,2,5,Tuesday
0.1%,USD,2012-05-01 10:00:00,0.5%,worse,Low,Construction Spending m/m,-1.4%,worse,18,2012-05-01 14:00:00+00:00,-80.0,2012,2,5,Tuesday
61.0,USD,2012-05-01 10:00:00,59.1,better,Low,ISM Manufacturing Prices,61.0,accurate,18,2012-05-01 14:00:00+00:00,3.21,2012,2,5,Tuesday
14.4M,USD,2012-05-01 01:00:00,14.5M,accurate,Low,Total Vehicle Sales,14.4M,accurate,18,2012-05-01 05:00:00+00:00,-0.69,2012,2,5,Tuesday
119K,USD,2012-05-02 08:15:00,178K,worse,High,ADP Non-Farm Employment Change,201K,worse,18,2012-05-02 12:15:00+00:00,-33.15,2012,2,5,Wednesday
-1.5%,USD,2012-05-02 10:00:00,-1.5%,accurate,Medium,Factory Orders m/m,1.1%,worse,18,2012-05-02 14:00:00+00:00,0.0,2012,2,5,Wednesday
2.8M,USD,2012-05-02 10:30:00,2.3M,accurate,Medium,Crude Oil Inventories,4.0M,accurate,18,2012-05-02 14:30:00+00:00,21.74,2012,2,5,Wednesday
365K,USD,2012-05-03 08:30:00,381K,better,High,Unemployment Claims,392K,accurate,18,2012-05-03 12:30:00+00:00,-4.2,2012,2,5,Thursday
-0.5%,USD,2012-05-03 08:30:00,-0.4%,accurate,Medium,Prelim Nonfarm Productivity q/q,0.9%,worse,18,2012-05-03 12:30:00+00:00,-25.0,2012,2,5,Thursday
2.0%,USD,2012-05-03 08:30:00,2.7%,worse,Medium,Prelim Unit Labor Costs q/q,2.8%,better,18,2012-05-03 12:30:00+00:00,-25.93,2012,2,5,Thursday
53.5,USD,2012-05-03 10:00:00,55.5,worse,High,ISM Non-Manufacturing PMI,56.0,accurate,18,2012-05-03 14:00:00+00:00,-3.6,2012,2,5,Thursday
28B,USD,2012-05-03 10:30:00,31B,accurate,Low,Natural Gas Storage,47B,accurate,18,2012-05-03 14:30:00+00:00,-9.68,2012,2,5,Thursday
115K,USD,2012-05-04 08:30:00,173K,worse,High,Non-Farm Employment Change,154K,better,18,2012-05-04 12:30:00+00:00,-33.53,2012,2,5,Friday
8.1%,USD,2012-05-04 08:30:00,8.2%,better,High,Unemployment Rate,8.2%,accurate,18,2012-05-04 12:30:00+00:00,-1.22,2012,2,5,Friday
0.0%,USD,2012-05-04 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.2%,accurate,18,2012-05-04 12:30:00+00:00,-100.0,2012,2,5,Friday
-3.5%,USD,2012-04-24 09:00:00,-3.5%,accurate,Medium,S&P/CS Composite-20 HPI y/y,-3.9%,accurate,17,2012-04-24 13:00:00+00:00,0.0,2012,2,4,Tuesday
14,USD,2012-04-24 09:59:00,7,better,Low,Richmond Manufacturing Index,7,accurate,17,2012-04-24 13:59:00+00:00,100.0,2012,2,4,Tuesday
69.2,USD,2012-04-24 10:00:00,69.9,worse,High,CB Consumer Confidence,69.5,worse,17,2012-04-24 14:00:00+00:00,-1.0,2012,2,4,Tuesday
328K,USD,2012-04-24 10:00:00,321K,better,High,New Home Sales,353K,better,17,2012-04-24 14:00:00+00:00,2.18,2012,2,4,Tuesday
0.3%,USD,2012-04-24 10:00:00,0.1%,better,Low,HPI m/m,-0.5%,worse,17,2012-04-24 14:00:00+00:00,200.0,2012,2,4,Tuesday
-1.1%,USD,2012-04-25 08:30:00,0.6%,worse,High,Core Durable Goods Orders m/m,1.9%,better,17,2012-04-25 12:30:00+00:00,-283.33,2012,2,4,Wednesday
-4.2%,USD,2012-04-25 08:30:00,-1.5%,worse,Medium,Durable Goods Orders m/m,1.9%,worse,17,2012-04-25 12:30:00+00:00,-180.0,2012,2,4,Wednesday
4.0M,USD,2012-04-25 10:30:00,2.7M,accurate,Medium,Crude Oil Inventories,3.9M,accurate,17,2012-04-25 14:30:00+00:00,48.15,2012,2,4,Wednesday
<0.25%,USD,2012-04-25 12:30:00,<0.25%,accurate,Medium,Federal Funds Rate,<0.25%,accurate,17,2012-04-25 16:30:00+00:00,0.0,2012,2,4,Wednesday
388K,USD,2012-04-26 08:30:00,374K,worse,High,Unemployment Claims,389K,accurate,17,2012-04-26 12:30:00+00:00,3.74,2012,2,4,Thursday
4.1%,USD,2012-04-26 10:00:00,1.2%,better,High,Pending Home Sales m/m,0.4%,better,17,2012-04-26 14:00:00+00:00,241.67,2012,2,4,Thursday
47B,USD,2012-04-26 10:30:00,46B,accurate,Low,Natural Gas Storage,25B,accurate,17,2012-04-26 14:30:00+00:00,2.17,2012,2,4,Thursday
2.2%,USD,2012-04-27 08:30:00,2.6%,worse,High,Advance GDP q/q,3.0%,better,17,2012-04-27 12:30:00+00:00,-15.38,2012,2,4,Friday
1.5%,USD,2012-04-27 08:30:00,2.3%,worse,Medium,Advance GDP Price Index q/q,0.9%,better,17,2012-04-27 12:30:00+00:00,-34.78,2012,2,4,Friday
0.4%,USD,2012-04-27 08:30:00,0.5%,worse,Medium,Employment Cost Index q/q,0.4%,accurate,17,2012-04-27 12:30:00+00:00,-20.0,2012,2,4,Friday
76.4,USD,2012-04-27 09:55:00,75.8,better,Medium,Revised UoM Consumer Sentiment,75.7,accurate,17,2012-04-27 13:55:00+00:00,0.79,2012,2,4,Friday
0.8%,USD,2012-04-16 08:30:00,0.6%,better,High,Core Retail Sales m/m,0.9%,accurate,16,2012-04-16 12:30:00+00:00,33.33,2012,2,4,Monday
0.8%,USD,2012-04-16 08:30:00,0.4%,better,High,Retail Sales m/m,1.0%,worse,16,2012-04-16 12:30:00+00:00,100.0,2012,2,4,Monday
6.6,USD,2012-04-16 08:30:00,18.1,worse,Medium,Empire State Manufacturing Index,20.2,accurate,16,2012-04-16 12:30:00+00:00,-63.54,2012,2,4,Monday
10.1B,USD,2012-04-16 08:56:00,40.7B,worse,High,TIC Long-Term Purchases,102.4B,accurate,16,2012-04-16 12:56:00+00:00,-75.18,2012,2,4,Monday
0.6%,USD,2012-04-16 10:00:00,0.7%,better,Medium,Business Inventories m/m,0.8%,worse,16,2012-04-16 14:00:00+00:00,-14.29,2012,2,4,Monday
25,USD,2012-04-16 10:00:00,28,worse,Low,NAHB Housing Market Index,28,accurate,16,2012-04-16 14:00:00+00:00,-10.71,2012,2,4,Monday
0.75M,USD,2012-04-17 08:30:00,0.71M,better,High,Building Permits,0.72M,accurate,16,2012-04-17 12:30:00+00:00,5.63,2012,2,4,Tuesday
0.65M,USD,2012-04-17 08:30:00,0.71M,worse,Medium,Housing Starts,0.69M,accurate,16,2012-04-17 12:30:00+00:00,-8.45,2012,2,4,Tuesday
78.6%,USD,2012-04-17 09:15:00,78.6%,accurate,Medium,Capacity Utilization Rate,78.4%,worse,16,2012-04-17 13:15:00+00:00,0.0,2012,2,4,Tuesday
0.0%,USD,2012-04-17 09:15:00,0.4%,worse,Medium,Industrial Production m/m,0.0%,accurate,16,2012-04-17 13:15:00+00:00,-100.0,2012,2,4,Tuesday
3.9M,USD,2012-04-18 10:30:00,1.5M,accurate,Medium,Crude Oil Inventories,2.8M,accurate,16,2012-04-18 14:30:00+00:00,160.0,2012,2,4,Wednesday
386K,USD,2012-04-19 08:30:00,370K,worse,High,Unemployment Claims,388K,worse,16,2012-04-19 12:30:00+00:00,4.32,2012,2,4,Thursday
4.48M,USD,2012-04-19 10:00:00,4.62M,worse,High,Existing Home Sales,4.60M,accurate,16,2012-04-19 14:00:00+00:00,-3.03,2012,2,4,Thursday
8.5,USD,2012-04-19 10:00:00,12.1,worse,High,Philly Fed Manufacturing Index,12.5,accurate,16,2012-04-19 14:00:00+00:00,-29.75,2012,2,4,Thursday
0.3%,USD,2012-04-19 10:00:00,0.2%,better,Low,CB Leading Index m/m,0.7%,accurate,16,2012-04-19 14:00:00+00:00,50.0,2012,2,4,Thursday
25B,USD,2012-04-19 10:30:00,10B,accurate,Low,Natural Gas Storage,8B,accurate,16,2012-04-19 14:30:00+00:00,150.0,2012,2,4,Thursday
92.5,USD,2012-04-10 07:30:00,94.9,worse,Low,NFIB Small Business Index,94.3,accurate,15,2012-04-10 11:30:00+00:00,-2.53,2012,2,4,Tuesday
0.9%,USD,2012-04-10 10:00:00,0.5%,worse,Low,Final Wholesale Inventories m/m,0.6%,worse,15,2012-04-10 14:00:00+00:00,80.0,2012,2,4,Tuesday
49.3,USD,2012-04-10 10:00:00,49.1,accurate,Low,IBD/TIPP Economic Optimism,47.5,accurate,15,2012-04-10 14:00:00+00:00,0.41,2012,2,4,Tuesday
1.3%,USD,2012-04-11 08:30:00,0.8%,better,Medium,Import Prices m/m,-0.1%,worse,15,2012-04-11 12:30:00+00:00,62.5,2012,2,4,Wednesday
2.8M,USD,2012-04-11 10:30:00,2.1M,accurate,Medium,Crude Oil Inventories,9.0M,accurate,15,2012-04-11 14:30:00+00:00,33.33,2012,2,4,Wednesday
-198.2B,USD,2012-04-11 13:54:00,-202.5B,better,Medium,Federal Budget Balance,-231.7B,accurate,15,2012-04-11 17:54:00+00:00,2.12,2012,2,4,Wednesday
0.0%,USD,2012-04-12 08:30:00,0.3%,worse,High,PPI m/m,0.4%,accurate,15,2012-04-12 12:30:00+00:00,-100.0,2012,2,4,Thursday
-46.0B,USD,2012-04-12 08:30:00,-51.9B,better,High,Trade Balance,-52.5B,accurate,15,2012-04-12 12:30:00+00:00,11.37,2012,2,4,Thursday
380K,USD,2012-04-12 08:30:00,355K,worse,High,Unemployment Claims,367K,worse,15,2012-04-12 12:30:00+00:00,7.04,2012,2,4,Thursday
0.3%,USD,2012-04-12 08:30:00,0.2%,better,Medium,Core PPI m/m,0.2%,accurate,15,2012-04-12 12:30:00+00:00,50.0,2012,2,4,Thursday
8B,USD,2012-04-12 10:30:00,22B,accurate,Low,Natural Gas Storage,42B,accurate,15,2012-04-12 14:30:00+00:00,-63.64,2012,2,4,Thursday
0.2%,USD,2012-04-13 08:30:00,0.2%,accurate,High,Core CPI m/m,0.1%,accurate,15,2012-04-13 12:30:00+00:00,0.0,2012,2,4,Friday
0.3%,USD,2012-04-13 08:30:00,0.2%,better,Medium,CPI m/m,0.4%,accurate,15,2012-04-13 12:30:00+00:00,50.0,2012,2,4,Friday
75.7,USD,2012-04-13 09:55:00,76.4,worse,High,Prelim UoM Consumer Sentiment,76.2,better,15,2012-04-13 13:55:00+00:00,-0.92,2012,2,4,Friday
53.4,USD,2012-04-02 10:00:00,53.3,accurate,High,ISM Manufacturing PMI,52.4,accurate,14,2012-04-02 14:00:00+00:00,0.19,2012,2,4,Monday
-1.1%,USD,2012-04-02 10:00:00,0.7%,worse,Low,Construction Spending m/m,-0.8%,worse,14,2012-04-02 14:00:00+00:00,-257.14,2012,2,4,Monday
61.0,USD,2012-04-02 10:00:00,63.2,worse,Low,ISM Manufacturing Prices,61.5,accurate,14,2012-04-02 14:00:00+00:00,-3.48,2012,2,4,Monday
1.3%,USD,2012-04-03 10:00:00,1.5%,worse,Medium,Factory Orders m/m,-1.1%,accurate,14,2012-04-03 14:00:00+00:00,-13.33,2012,2,4,Tuesday
14.4M,USD,2012-04-03 01:00:00,14.6M,worse,Low,Total Vehicle Sales,15.1M,accurate,14,2012-04-03 05:00:00+00:00,-1.37,2012,2,4,Tuesday
209K,USD,2012-04-04 08:15:00,205K,accurate,High,ADP Non-Farm Employment Change,230K,better,14,2012-04-04 12:15:00+00:00,1.95,2012,2,4,Wednesday
56.0,USD,2012-04-04 10:00:00,56.9,worse,High,ISM Non-Manufacturing PMI,57.3,accurate,14,2012-04-04 14:00:00+00:00,-1.58,2012,2,4,Wednesday
9.0M,USD,2012-04-04 10:30:00,2.1M,accurate,Medium,Crude Oil Inventories,7.1M,accurate,14,2012-04-04 14:30:00+00:00,328.57,2012,2,4,Wednesday
357K,USD,2012-04-05 08:30:00,355K,accurate,High,Unemployment Claims,363K,accurate,14,2012-04-05 12:30:00+00:00,0.56,2012,2,4,Thursday
42B,USD,2012-04-05 10:30:00,35B,accurate,Low,Natural Gas Storage,57B,accurate,14,2012-04-05 14:30:00+00:00,20.0,2012,2,4,Thursday
120K,USD,2012-04-06 08:30:00,207K,worse,High,Non-Farm Employment Change,240K,better,14,2012-04-06 12:30:00+00:00,-42.03,2012,2,4,Friday
8.2%,USD,2012-04-06 08:30:00,8.3%,better,High,Unemployment Rate,8.3%,accurate,14,2012-04-06 12:30:00+00:00,-1.2,2012,2,4,Friday
0.2%,USD,2012-04-06 08:30:00,0.2%,accurate,Medium,Average Hourly Earnings m/m,0.3%,better,14,2012-04-06 12:30:00+00:00,0.0,2012,2,4,Friday
8.7B,USD,2012-04-06 15:00:00,12.5B,worse,Low,Consumer Credit m/m,18.6B,better,14,2012-04-06 19:00:00+00:00,-30.4,2012,2,4,Friday
-0.5%,USD,2012-03-26 10:00:00,1.0%,worse,High,Pending Home Sales m/m,2.0%,accurate,13,2012-03-26 14:00:00+00:00,-150.0,2012,1,3,Monday
-3.8%,USD,2012-03-27 09:00:00,-3.8%,accurate,Medium,S&P/CS Composite-20 HPI y/y,-4.1%,accurate,13,2012-03-27 13:00:00+00:00,0.0,2012,1,3,Tuesday
7,USD,2012-03-27 09:59:00,18,worse,Low,Richmond Manufacturing Index,20,accurate,13,2012-03-27 13:59:00+00:00,-61.11,2012,1,3,Tuesday
70.2,USD,2012-03-27 10:00:00,70.3,accurate,High,CB Consumer Confidence,71.6,better,13,2012-03-27 14:00:00+00:00,-0.14,2012,1,3,Tuesday
1.6%,USD,2012-03-28 08:30:00,1.6%,accurate,High,Core Durable Goods Orders m/m,-3.0%,better,13,2012-03-28 12:30:00+00:00,0.0,2012,1,3,Wednesday
2.2%,USD,2012-03-28 08:30:00,3.0%,worse,Medium,Durable Goods Orders m/m,-3.6%,better,13,2012-03-28 12:30:00+00:00,-26.67,2012,1,3,Wednesday
7.1M,USD,2012-03-28 10:30:00,2.8M,accurate,Medium,Crude Oil Inventories,-1.2M,accurate,13,2012-03-28 14:30:00+00:00,153.57,2012,1,3,Wednesday
359K,USD,2012-03-29 08:30:00,351K,worse,High,Unemployment Claims,364K,worse,13,2012-03-29 12:30:00+00:00,2.28,2012,1,3,Thursday
3.0%,USD,2012-03-29 08:30:00,3.0%,accurate,Medium,Final GDP q/q,3.0%,accurate,13,2012-03-29 12:30:00+00:00,0.0,2012,1,3,Thursday
0.9%,USD,2012-03-29 08:30:00,0.9%,accurate,Low,Final GDP Price Index q/q,0.9%,accurate,13,2012-03-29 12:30:00+00:00,0.0,2012,1,3,Thursday
57B,USD,2012-03-29 10:30:00,49B,accurate,Low,Natural Gas Storage,11B,accurate,13,2012-03-29 14:30:00+00:00,16.33,2012,1,3,Thursday
0.1%,USD,2012-03-30 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.2%,accurate,13,2012-03-30 12:30:00+00:00,0.0,2012,1,3,Friday
0.8%,USD,2012-03-30 08:30:00,0.6%,better,Medium,Personal Spending m/m,0.4%,better,13,2012-03-30 12:30:00+00:00,33.33,2012,1,3,Friday
0.2%,USD,2012-03-30 08:30:00,0.4%,worse,Low,Personal Income m/m,0.2%,worse,13,2012-03-30 12:30:00+00:00,-50.0,2012,1,3,Friday
62.2,USD,2012-03-30 09:45:00,63.2,worse,Medium,Chicago PMI,64.0,accurate,13,2012-03-30 13:45:00+00:00,-1.58,2012,1,3,Friday
76.2,USD,2012-03-30 09:55:00,74.9,better,Medium,Revised UoM Consumer Sentiment,74.3,accurate,13,2012-03-30 13:55:00+00:00,1.74,2012,1,3,Friday
28,USD,2012-03-19 10:00:00,30,worse,Low,NAHB Housing Market Index,28,worse,12,2012-03-19 14:00:00+00:00,-6.67,2012,1,3,Monday
0.72M,USD,2012-03-20 08:30:00,0.69M,better,High,Building Permits,0.68M,accurate,12,2012-03-20 12:30:00+00:00,4.35,2012,1,3,Tuesday
0.70M,USD,2012-03-20 08:30:00,0.70M,accurate,Medium,Housing Starts,0.71M,accurate,12,2012-03-20 12:30:00+00:00,0.0,2012,1,3,Tuesday
4.59M,USD,2012-03-21 10:00:00,4.61M,accurate,High,Existing Home Sales,4.63M,better,12,2012-03-21 14:00:00+00:00,-0.43,2012,1,3,Wednesday
-1.2M,USD,2012-03-21 10:30:00,2.4M,accurate,Medium,Crude Oil Inventories,1.8M,accurate,12,2012-03-21 14:30:00+00:00,-150.0,2012,1,3,Wednesday
348K,USD,2012-03-22 08:30:00,353K,better,High,Unemployment Claims,353K,accurate,12,2012-03-22 12:30:00+00:00,-1.42,2012,1,3,Thursday
0.7%,USD,2012-03-22 10:00:00,0.6%,better,Low,CB Leading Index m/m,0.2%,worse,12,2012-03-22 14:00:00+00:00,16.67,2012,1,3,Thursday
0.0%,USD,2012-03-22 10:00:00,0.2%,worse,Low,HPI m/m,0.1%,worse,12,2012-03-22 14:00:00+00:00,-100.0,2012,1,3,Thursday
11B,USD,2012-03-22 10:30:00,10B,accurate,Low,Natural Gas Storage,-64B,accurate,12,2012-03-22 14:30:00+00:00,10.0,2012,1,3,Thursday
313K,USD,2012-03-23 10:00:00,326K,worse,High,New Home Sales,318K,worse,12,2012-03-23 14:00:00+00:00,-3.99,2012,1,3,Friday
-231.7B,USD,2012-03-12 13:59:00,-229.2B,accurate,Medium,Federal Budget Balance,-27.4B,accurate,11,2012-03-12 17:59:00+00:00,-1.09,2012,1,3,Monday
0.9%,USD,2012-03-13 08:30:00,0.8%,better,High,Core Retail Sales m/m,1.1%,better,11,2012-03-13 12:30:00+00:00,12.5,2012,1,3,Tuesday
1.1%,USD,2012-03-13 08:30:00,1.1%,accurate,High,Retail Sales m/m,0.6%,better,11,2012-03-13 12:30:00+00:00,0.0,2012,1,3,Tuesday
94.3,USD,2012-03-13 08:30:00,94.5,accurate,Low,NFIB Small Business Index,93.9,accurate,11,2012-03-13 12:30:00+00:00,-0.21,2012,1,3,Tuesday
0.7%,USD,2012-03-13 10:00:00,0.5%,worse,Medium,Business Inventories m/m,0.6%,worse,11,2012-03-13 14:00:00+00:00,40.0,2012,1,3,Tuesday
47.5,USD,2012-03-13 10:00:00,53.2,worse,Low,IBD/TIPP Economic Optimism,49.4,accurate,11,2012-03-13 14:00:00+00:00,-10.71,2012,1,3,Tuesday
<0.25%,USD,2012-03-13 14:15:00,<0.25%,accurate,Medium,Federal Funds Rate,<0.25%,accurate,11,2012-03-13 18:15:00+00:00,0.0,2012,1,3,Tuesday
-124B,USD,2012-03-14 08:30:00,-114B,worse,Medium,Current Account,-108B,accurate,11,2012-03-14 12:30:00+00:00,-8.77,2012,1,3,Wednesday
